,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
260,Mayumba,GA,-3.432,10.6554,77.79,89,100,3.91,2022-04-20 17:39:48,overcast clouds
261,Marystown,CA,47.1666,-55.1483,42.85,100,100,11.99,2022-04-20 17:39:49,overcast clouds
262,Poum,NC,-20.2333,164.0167,77.25,78,8,14.99,2022-04-20 17:39:49,clear sky
263,Bathsheba,BB,13.2167,-59.5167,84.81,58,75,21.85,2022-04-20 17:39:50,broken clouds
264,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,70,40,8.05,2022-04-20 17:39:50,scattered clouds
265,Galle,LK,6.0367,80.217,81.12,80,87,1.5,2022-04-20 17:38:48,overcast clouds
266,Flin Flon,CA,54.7682,-101.865,30.04,86,100,11.5,2022-04-20 17:39:52,light snow
267,Maryborough,AU,-25.5333,152.7,70.11,97,12,2.55,2022-04-20 17:39:52,few clouds
268,Cairns,AU,-16.9167,145.7667,77.07,87,75,17.27,2022-04-20 17:39:53,light rain
269,Aden,YE,12.7794,45.0367,81.75,75,8,16.91,2022-04-20 17:39:53,clear sky
270,Muscat,OM,23.6139,58.5922,84.22,53,29,6.35,2022-04-20 17:39:37,scattered clouds
271,Pachino,IT,36.7186,15.0907,59.02,87,100,7.25,2022-04-20 17:38:31,overcast clouds
272,Saint-Louis,SN,16.3333,-15.0,107.24,9,41,12.06,2022-04-20 17:40:54,scattered clouds
273,Mahebourg,MU,-20.4081,57.7,77.29,88,20,4.61,2022-04-20 17:40:55,few clouds
274,San Jeronimo,PE,-11.9472,-75.2829,64.98,38,27,2.95,2022-04-20 17:40:55,scattered clouds
275,Saint George,US,37.1041,-113.5841,73.44,23,0,3.44,2022-04-20 17:37:44,clear sky
276,Lgov,RU,51.6307,35.2775,45.99,93,100,5.26,2022-04-20 17:40:56,light rain
277,Winslow,US,35.0242,-110.6974,73.58,9,0,14.97,2022-04-20 17:40:57,clear sky
278,Fortuna,US,40.5982,-124.1573,52.99,91,75,25.32,2022-04-20 17:40:57,light rain
279,Mayenne,FR,48.3333,-0.6667,63.84,82,100,6.67,2022-04-20 17:40:58,overcast clouds
280,Arraial Do Cabo,BR,-22.9661,-42.0278,78.76,73,0,12.66,2022-04-20 17:38:38,clear sky
281,Umm Lajj,SA,25.0213,37.2685,75.67,60,1,9.04,2022-04-20 17:40:58,clear sky
282,Zhigansk,RU,66.7697,123.3711,14.94,97,100,4.07,2022-04-20 17:40:59,overcast clouds
283,Mbanza-Ngungu,CD,-5.25,14.8667,69.76,98,100,3.31,2022-04-20 17:40:59,moderate rain
284,Vila Velha,BR,-20.3297,-40.2925,84.15,71,20,16.11,2022-04-20 17:40:30,few clouds
285,Hasaki,JP,35.7333,140.8333,55.8,84,24,5.06,2022-04-20 17:41:00,few clouds
286,Oussouye,SN,12.485,-16.5469,96.98,41,52,13.04,2022-04-20 17:41:01,broken clouds
287,Rayon,MX,19.1444,-99.5836,67.77,28,0,1.19,2022-04-20 17:41:01,clear sky
288,Isangel,VU,-19.55,169.2667,77.13,84,22,5.73,2022-04-20 17:41:02,few clouds
289,Placerville,US,38.7296,-120.7986,58.64,61,0,4.61,2022-04-20 17:41:03,clear sky
290,Sunbury,AU,-37.5833,144.7333,55.81,91,75,9.22,2022-04-20 17:41:03,broken clouds
291,Westport,US,41.1415,-73.3579,57.36,36,0,13.8,2022-04-20 17:41:04,clear sky
292,Port Hardy,CA,50.6996,-127.4199,48.38,66,75,17.27,2022-04-20 17:41:05,broken clouds
293,Guinguineo,SN,14.2667,-15.95,103.82,17,0,4.61,2022-04-20 17:41:05,clear sky
294,Hinton,CA,53.4001,-117.5857,32.86,81,95,4.32,2022-04-20 17:41:06,overcast clouds
295,Havelock,US,34.8791,-76.9013,62.98,41,0,5.75,2022-04-20 17:41:06,clear sky
296,Lourical,PT,40.0039,-8.7374,59.61,66,7,16.98,2022-04-20 17:41:07,clear sky
297,Golden,US,39.7555,-105.2211,66.43,32,20,9.22,2022-04-20 17:41:08,few clouds
298,Katsuura,JP,35.1333,140.3,57.22,88,41,5.84,2022-04-20 17:41:09,scattered clouds
299,Ust-Omchug,RU,61.15,149.6333,-4.7,100,86,3.51,2022-04-20 17:41:09,overcast clouds
300,Kruisfontein,ZA,-34.0033,24.7314,71.89,42,83,2.53,2022-04-20 17:41:10,broken clouds
301,Linjiang,CN,41.8069,126.9078,47.16,69,0,4.56,2022-04-20 17:41:11,clear sky
302,Minab,IR,27.1467,57.0801,77.32,53,93,0.0,2022-04-20 17:41:11,overcast clouds
303,Coquimbo,CL,-29.9533,-71.3436,60.53,77,40,13.8,2022-04-20 17:41:12,scattered clouds
304,Vardo,NO,70.3705,31.1107,39.18,93,0,2.3,2022-04-20 17:41:12,clear sky
305,Esperance,AU,-33.8667,121.9,55.24,76,85,7.43,2022-04-20 17:41:13,overcast clouds
306,Winnemucca,US,40.973,-117.7357,51.85,32,0,9.22,2022-04-20 17:41:14,clear sky
307,Dunedin,NZ,-45.8742,170.5036,60.8,89,93,4.94,2022-04-20 17:41:14,overcast clouds
308,Cuencame,MX,24.8711,-103.6964,85.59,11,28,10.65,2022-04-20 17:41:15,scattered clouds
309,Richards Bay,ZA,-28.783,32.0377,65.28,86,39,6.62,2022-04-20 17:41:16,scattered clouds
310,Porto Walter,BR,-8.2686,-72.7439,88.48,54,84,3.98,2022-04-20 17:41:16,broken clouds
311,Payo,ID,-3.7508,103.6372,72.75,99,100,2.77,2022-04-20 17:41:17,overcast clouds
312,Tuatapere,NZ,-46.1333,167.6833,59.14,97,97,1.01,2022-04-20 17:41:17,light rain
313,Okoneshnikovo,RU,54.8377,75.0834,42.67,70,100,2.84,2022-04-20 17:41:18,overcast clouds
314,Brodick,GB,55.5754,-5.1472,57.04,69,7,4.74,2022-04-20 17:41:18,clear sky
315,San Cristobal,VE,7.7669,-72.225,77.18,64,92,0.92,2022-04-20 17:41:19,overcast clouds
316,Hualmay,PE,-11.0964,-77.6139,72.61,72,70,10.27,2022-04-20 17:41:20,broken clouds
317,Harlingen,US,26.1906,-97.6961,79.2,89,100,30.82,2022-04-20 17:39:33,overcast clouds
318,Zhuhai,CN,22.2769,113.5678,71.85,83,20,8.05,2022-04-20 17:41:21,few clouds
319,Guarda,PT,40.5373,-7.2658,51.91,42,71,14.36,2022-04-20 17:36:49,broken clouds
320,Aquiraz,BR,-3.9014,-38.3911,87.89,72,71,10.56,2022-04-20 17:42:22,broken clouds
321,Korla,CN,41.7597,86.1469,67.68,13,100,12.1,2022-04-20 17:42:23,overcast clouds
322,Walvis Bay,NA,-22.9575,14.5053,77.74,39,7,11.95,2022-04-20 17:42:23,clear sky
323,Aljezur,PT,37.3191,-8.8033,57.65,70,5,23.44,2022-04-20 17:42:24,clear sky
324,Alofi,NU,-19.0595,-169.9187,75.09,94,100,4.61,2022-04-20 17:42:24,overcast clouds
325,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,77.31,46,1,3.22,2022-04-20 17:42:25,clear sky
326,Santona,ES,43.4439,-3.4576,52.07,78,100,18.54,2022-04-20 17:42:26,moderate rain
327,Mar Del Plata,AR,-38.0023,-57.5575,64.42,94,75,9.22,2022-04-20 17:42:24,mist
328,Chokurdakh,RU,70.6333,147.9167,2.23,99,97,4.47,2022-04-20 17:42:26,overcast clouds
329,Homer,US,59.6425,-151.5483,41.04,65,0,8.05,2022-04-20 17:42:27,clear sky
330,Erdaojiang,CN,41.7764,126.0319,52.03,58,0,12.93,2022-04-20 17:42:27,clear sky
331,Kavaratti,IN,10.5669,72.642,84.65,70,8,12.1,2022-04-20 17:42:28,clear sky
332,Christchurch,NZ,-43.5333,172.6333,71.47,66,40,17.27,2022-04-20 17:42:28,scattered clouds
333,Canon City,US,38.441,-105.2424,73.62,19,0,12.66,2022-04-20 17:42:29,clear sky
334,Dingle,PH,10.9995,122.6711,76.95,88,15,5.95,2022-04-20 17:42:29,few clouds
335,Paamiut,GL,61.994,-49.6678,26.1,48,84,4.5,2022-04-20 17:39:02,broken clouds
336,San Patricio,US,28.017,-97.5169,80.85,57,83,23.53,2022-04-20 17:42:30,broken clouds
337,Araouane,ML,18.9048,-3.5265,92.07,6,27,7.05,2022-04-20 17:42:31,scattered clouds
338,Kousseri,CM,12.0769,15.0306,98.56,12,96,8.05,2022-04-20 17:42:31,overcast clouds
339,Preobrazheniye,RU,42.9019,133.9064,44.78,81,7,4.36,2022-04-20 17:42:32,clear sky
340,Bengkulu,ID,-3.8004,102.2655,75.88,93,100,7.99,2022-04-20 17:42:33,overcast clouds
341,Sorkjosen,NO,69.8,20.9333,44.6,70,0,6.91,2022-04-20 17:42:33,clear sky
342,Ngaoundere,CM,7.3167,13.5833,72.54,55,100,4.38,2022-04-20 17:42:34,overcast clouds
343,Hofn,IS,64.2539,-15.2082,46.42,93,100,23.02,2022-04-20 17:42:35,light rain
344,Deputatskiy,RU,69.3,139.9,7.7,88,90,2.66,2022-04-20 17:42:35,overcast clouds
345,Puri,IN,19.8,85.85,82.92,89,31,21.21,2022-04-20 17:42:36,scattered clouds
346,Riyadh,SA,24.6877,46.7219,91.54,14,73,14.18,2022-04-20 17:40:01,broken clouds
347,Baruun-Urt,MN,46.6806,113.2792,36.63,32,100,18.77,2022-04-20 17:42:37,overcast clouds
348,Acapulco,MX,16.8634,-99.8901,85.82,66,0,8.05,2022-04-20 17:38:50,clear sky
349,Darhan,MN,49.4867,105.9228,33.82,46,56,1.74,2022-04-20 17:39:44,broken clouds
350,Cap Malheureux,MU,-19.9842,57.6142,77.47,87,80,1.01,2022-04-20 17:42:38,broken clouds
351,Khokhlovo,RU,59.1492,37.3998,50.02,92,83,7.7,2022-04-20 17:42:38,broken clouds
352,Muli,MV,2.9167,73.5667,84.27,69,48,6.51,2022-04-20 17:42:39,scattered clouds
353,Ucluelet,CA,48.9329,-125.5528,50.09,67,97,3.0,2022-04-20 17:39:01,overcast clouds
354,Mujiayingzi,CN,42.1167,118.7833,64.54,19,100,21.72,2022-04-20 17:42:40,overcast clouds
355,Zheshart,RU,62.0731,49.5733,26.85,93,82,4.36,2022-04-20 17:42:40,broken clouds
356,Olga,RU,43.7444,135.2892,44.02,80,57,7.27,2022-04-20 17:42:41,broken clouds
357,Ephrata,US,40.1798,-76.1788,57.02,46,0,10.36,2022-04-20 17:38:35,clear sky
358,Baker City,US,44.7749,-117.8344,46.58,59,40,20.71,2022-04-20 17:42:42,scattered clouds
359,Kavieng,PG,-2.5744,150.7967,82.4,75,38,14.23,2022-04-20 17:42:42,scattered clouds
360,Bethanien,NA,-26.502,17.1583,74.17,22,20,10.69,2022-04-20 17:42:43,few clouds
361,Monteagudo,BO,-19.8167,-63.9833,86.27,37,2,5.32,2022-04-20 17:42:43,clear sky
362,Bilibino,RU,68.0546,166.4372,5.18,96,91,3.67,2022-04-20 17:42:44,overcast clouds
363,Sinnamary,GF,5.3833,-52.95,79.38,87,100,11.14,2022-04-20 17:42:44,overcast clouds
364,Tucuman,AR,-26.8241,-65.2226,77.0,57,4,2.3,2022-04-20 17:42:45,clear sky
365,Half Moon Bay,US,37.4636,-122.4286,66.06,62,0,13.8,2022-04-20 17:39:02,clear sky
366,Izhma,RU,65.0083,53.9113,24.31,80,99,11.52,2022-04-20 17:43:45,overcast clouds
367,Myatlevo,RU,54.8969,35.6762,48.33,62,100,16.06,2022-04-20 17:43:46,overcast clouds
368,Pisco,PE,-13.7,-76.2167,75.25,64,0,17.27,2022-04-20 17:43:46,clear sky
369,Cockburn Town,TC,21.4612,-71.1419,78.76,78,75,11.5,2022-04-20 17:41:57,broken clouds
370,Las Tunas,CU,20.9617,-76.9511,83.32,56,50,14.74,2022-04-20 17:43:47,scattered clouds
371,Valley City,US,46.9233,-98.0032,45.12,70,0,6.91,2022-04-20 17:43:48,clear sky
372,Morehead,US,37.2711,-87.1764,67.75,28,0,10.36,2022-04-20 17:43:48,clear sky
373,Xining,CN,36.6167,101.7667,47.28,15,51,2.01,2022-04-20 17:43:49,broken clouds
374,Tashla,RU,51.7716,52.7427,62.82,52,100,3.06,2022-04-20 17:43:49,overcast clouds
375,Marfino,RU,55.7028,37.3822,53.85,33,0,20.13,2022-04-20 17:43:50,clear sky
376,Astoria,US,46.1879,-123.8313,46.47,80,100,17.27,2022-04-20 17:43:50,light rain
377,Kisangani,CD,0.5167,25.2,71.94,95,96,2.73,2022-04-20 17:43:51,overcast clouds
378,Nabire,ID,-3.3667,135.4833,77.4,92,98,3.11,2022-04-20 17:43:52,overcast clouds
379,Asau,RO,46.4333,26.4,44.96,68,100,1.23,2022-04-20 17:43:52,overcast clouds
380,Ribeira Grande,PT,38.5167,-28.7,63.0,63,75,5.75,2022-04-20 17:43:53,broken clouds
381,Belaya Gora,RU,68.5333,146.4167,3.51,100,97,0.78,2022-04-20 17:43:53,overcast clouds
382,Tomatlan,MX,19.9333,-105.25,90.07,40,0,8.59,2022-04-20 17:43:54,clear sky
383,Gigmoto,PH,13.7796,124.39,79.79,87,16,6.15,2022-04-20 17:43:55,few clouds
384,Beroroha,MG,-21.6667,45.1667,81.5,49,32,4.76,2022-04-20 17:43:56,scattered clouds
385,Sao Francisco,BR,-15.9486,-44.8644,92.43,22,0,4.79,2022-04-20 17:43:56,light rain
386,Bowen,AU,-20.0167,148.2333,74.88,90,98,11.52,2022-04-20 17:43:57,overcast clouds
387,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,82,75,3.94,2022-04-20 17:43:57,broken clouds
388,Tigil,RU,57.8,158.6667,1.45,99,41,3.53,2022-04-20 17:43:58,scattered clouds
389,Jalu,LY,29.0331,21.5482,71.62,18,2,8.63,2022-04-20 17:43:58,clear sky
390,Caravelas,BR,-17.7125,-39.2481,81.43,53,2,8.61,2022-04-20 17:43:59,clear sky
391,Guaraniacu,BR,-25.1008,-52.8781,75.51,42,1,3.49,2022-04-20 17:43:59,clear sky
392,Hokitika,NZ,-42.7167,170.9667,65.35,94,100,20.74,2022-04-20 17:44:00,moderate rain
393,Moranbah,AU,-22.0016,148.0466,69.4,90,46,9.69,2022-04-20 17:44:00,scattered clouds
394,Kapit,MY,2.0167,112.9333,74.03,99,95,0.54,2022-04-20 17:44:01,overcast clouds
395,Huicungo,PE,-7.2833,-76.8,86.25,70,75,5.75,2022-04-20 17:44:01,broken clouds
396,Ovalle,CL,-30.5983,-71.2003,76.03,33,7,5.35,2022-04-20 17:44:02,clear sky
397,Simbahan,PH,6.3032,120.5836,81.93,77,93,2.39,2022-04-20 17:44:02,overcast clouds
398,Beloha,MG,-25.1667,45.05,72.72,86,59,15.35,2022-04-20 17:44:03,broken clouds
399,Oxapampa,PE,-10.5775,-75.4017,73.2,59,90,5.61,2022-04-20 17:44:04,overcast clouds
400,Grand Gaube,MU,-20.0064,57.6608,77.4,87,77,1.01,2022-04-20 17:44:04,broken clouds
401,Rantepao,ID,-2.9701,119.8978,68.16,97,99,2.06,2022-04-20 17:44:05,overcast clouds
402,Fairbanks,US,64.8378,-147.7164,37.92,45,0,1.01,2022-04-20 17:44:05,clear sky
403,Saint-Dizier,FR,48.4167,5.0833,58.6,62,83,12.24,2022-04-20 17:44:06,broken clouds
404,Verkhoyansk,RU,67.5447,133.385,17.38,97,100,2.06,2022-04-20 17:44:07,overcast clouds
405,Ahuimanu,US,21.4447,-157.8378,74.35,76,40,10.36,2022-04-20 17:44:07,scattered clouds
406,Yichang,CN,30.7144,111.2847,59.27,90,0,3.8,2022-04-20 17:44:09,clear sky
407,Faanui,PF,-16.4833,-151.75,80.19,71,4,5.14,2022-04-20 17:44:09,clear sky
408,Lorengau,PG,-2.0226,147.2712,82.06,74,42,10.4,2022-04-20 17:44:10,scattered clouds
409,Okhotsk,RU,59.3833,143.3,17.42,91,93,5.84,2022-04-20 17:45:11,overcast clouds
410,Mount Gambier,AU,-37.8333,140.7667,49.91,93,100,3.44,2022-04-20 17:45:12,overcast clouds
411,Kattivakkam,IN,13.2167,80.3167,86.09,86,5,11.34,2022-04-20 17:45:12,clear sky
412,Salalah,OM,17.0151,54.0924,82.49,74,20,5.75,2022-04-20 17:45:13,few clouds
413,Port Moresby,PG,-9.4431,147.1797,76.42,100,75,5.75,2022-04-20 17:42:23,broken clouds
414,Sembe,CG,1.6481,14.5806,72.27,93,100,1.07,2022-04-20 17:45:14,overcast clouds
415,Nelson Bay,AU,-32.7167,152.15,58.08,83,0,6.71,2022-04-20 17:45:15,clear sky
416,Talcahuano,CL,-36.7167,-73.1167,58.68,67,20,11.5,2022-04-20 17:45:16,few clouds
417,Kysyl-Syr,RU,63.8986,122.7617,17.65,97,99,3.31,2022-04-20 17:45:16,overcast clouds
418,Houston,US,29.7633,-95.3633,83.41,72,75,26.46,2022-04-20 17:42:17,haze
419,Goderich,CA,43.7501,-81.7165,41.92,75,46,6.91,2022-04-20 17:45:17,scattered clouds
420,Tibati,CM,6.4667,12.6333,78.12,42,94,5.55,2022-04-20 17:45:18,overcast clouds
421,Basugaon,IN,26.4667,90.4,73.8,77,35,3.65,2022-04-20 17:45:19,scattered clouds
422,Kristiansund,NO,63.1115,7.732,55.45,58,0,4.61,2022-04-20 17:45:20,clear sky
423,Mazara Del Vallo,IT,37.6641,12.588,66.15,74,99,27.94,2022-04-20 17:45:20,overcast clouds
424,Owando,CG,-0.4819,15.8999,71.22,97,100,2.33,2022-04-20 17:45:21,overcast clouds
425,Sabla,NG,12.7525,4.7077,98.42,19,26,2.62,2022-04-20 17:45:21,scattered clouds
426,Lagoa,PT,39.05,-27.9833,58.59,61,87,3.91,2022-04-20 17:45:22,overcast clouds
427,Voh,NC,-20.9667,164.7,70.45,91,15,4.92,2022-04-20 17:45:23,few clouds
428,Kismayo,SO,-0.3582,42.5454,82.94,76,100,10.07,2022-04-20 17:45:23,light rain
429,Avera,US,33.194,-82.5271,69.31,40,16,11.01,2022-04-20 17:45:24,few clouds
430,Rawson,AR,-43.3002,-65.1023,62.94,31,100,8.81,2022-04-20 17:45:25,overcast clouds
431,Behbahan,IR,30.5959,50.2417,77.97,21,39,1.63,2022-04-20 17:45:25,scattered clouds
432,Evensk,RU,61.95,159.2333,18.54,95,98,4.63,2022-04-20 17:45:26,light snow
433,Acarau,BR,-2.8856,-40.12,83.28,75,63,12.73,2022-04-20 17:45:27,light rain
434,Kloulklubed,PW,7.0419,134.2556,77.5,83,100,18.23,2022-04-20 17:45:27,moderate rain
435,Muborak,UZ,39.2553,65.1528,62.73,61,49,7.47,2022-04-20 17:45:28,scattered clouds
436,Saint-Remi,CA,45.2668,-73.6159,45.46,58,90,14.0,2022-04-20 17:45:28,overcast clouds
437,Geraldton,AU,-28.7667,114.6,68.41,45,99,14.97,2022-04-20 17:45:29,overcast clouds
438,Doka,SD,13.5167,35.7667,96.98,18,70,5.41,2022-04-20 17:45:30,broken clouds
439,Ayan,RU,56.45,138.1667,25.66,92,80,8.3,2022-04-20 17:45:30,broken clouds
440,Melfi,IT,40.9965,15.6514,52.5,92,98,3.65,2022-04-20 17:45:31,overcast clouds
441,Pishin,PK,30.5803,66.9961,63.52,19,0,3.18,2022-04-20 17:44:29,clear sky
442,Aswan,EG,24.0934,32.907,87.1,10,0,13.8,2022-04-20 17:45:32,clear sky
443,Amapa,BR,1.0,-52.0,80.91,90,90,3.47,2022-04-20 17:45:32,overcast clouds
444,Zaoyang,CN,32.1272,112.7542,57.04,93,2,12.39,2022-04-20 17:45:33,clear sky
445,Prieska,ZA,-29.6641,22.7474,71.83,31,41,4.74,2022-04-20 17:45:34,scattered clouds
446,Malkangiri,IN,18.35,81.9,85.82,42,26,3.56,2022-04-20 17:45:34,scattered clouds
447,Inuvik,CA,68.3499,-133.7218,7.56,85,40,4.61,2022-04-20 17:45:35,scattered clouds
448,Lagunas,PE,-5.2269,-75.6753,76.87,95,97,2.68,2022-04-20 17:45:35,light rain
449,Tromso,NO,69.6496,18.957,46.42,71,0,5.99,2022-04-20 17:43:12,clear sky
450,Marawi,PH,7.9986,124.2928,69.22,94,80,1.79,2022-04-20 17:45:36,broken clouds
451,Les Herbiers,FR,46.8667,-1.0167,62.31,87,100,5.53,2022-04-20 17:45:37,overcast clouds
452,Kyra,RU,49.5776,111.9753,27.23,54,7,5.61,2022-04-20 17:45:37,clear sky
453,Bayan,CN,46.0833,127.4,63.86,28,77,22.62,2022-04-20 17:45:38,broken clouds
454,Tezu,IN,27.9167,96.1667,70.95,75,94,3.76,2022-04-20 17:45:38,overcast clouds
455,Inirida,CO,3.8653,-67.9239,84.13,66,100,3.4,2022-04-20 17:46:39,overcast clouds
456,Rawlins,US,41.7911,-107.2387,44.49,31,100,25.32,2022-04-20 17:46:39,overcast clouds
457,Georgetown,MY,5.4112,100.3354,80.53,99,20,2.3,2022-04-20 17:44:44,few clouds
458,Sawtell,AU,-30.3833,153.1,61.18,94,70,3.44,2022-04-20 17:46:40,broken clouds
459,Lakes Entrance,AU,-37.8811,147.981,56.59,79,45,13.27,2022-04-20 17:46:40,scattered clouds
460,Huarmey,PE,-10.0681,-78.1522,73.06,72,62,9.57,2022-04-20 17:46:41,broken clouds
461,Zeya,RU,53.75,127.2667,26.33,76,8,5.41,2022-04-20 17:46:42,clear sky
462,Kibre Mengist,ET,5.8833,38.9833,61.54,98,92,1.74,2022-04-20 17:46:42,moderate rain
463,Tessalit,ML,20.1986,1.0114,92.12,5,2,10.07,2022-04-20 17:46:43,clear sky
464,Vostok,RU,46.4856,135.8833,43.61,62,95,7.99,2022-04-20 17:46:43,overcast clouds
465,Mackay,AU,-21.15,149.2,74.68,94,75,17.27,2022-04-20 17:46:07,broken clouds
466,Pangkalanbuun,ID,-2.6833,111.6167,74.93,97,100,0.76,2022-04-20 17:46:44,overcast clouds
467,Noumea,NC,-22.2763,166.4572,77.0,99,23,1.21,2022-04-20 17:46:45,few clouds
468,Balaipungut,ID,1.05,101.2833,75.06,97,99,1.81,2022-04-20 17:46:00,overcast clouds
469,Kangaba,ML,11.9333,-8.4167,102.54,7,90,5.46,2022-04-20 17:46:46,overcast clouds
470,Mikkeli,FI,61.6886,27.2723,53.71,50,0,3.44,2022-04-20 17:46:46,clear sky
471,Uppsala,SE,60.0,17.75,53.11,54,85,11.5,2022-04-20 17:46:46,overcast clouds
472,Klaksvik,FO,62.2266,-6.589,47.32,93,26,18.7,2022-04-20 17:46:47,scattered clouds
473,Harper,LR,4.375,-7.7169,82.78,75,51,8.5,2022-04-20 17:46:47,broken clouds
474,Noyabrsk,RU,63.1994,75.4507,11.82,93,73,11.61,2022-04-20 17:46:48,broken clouds
475,Rafai,CF,4.95,23.9167,75.04,77,92,2.59,2022-04-20 17:46:48,light rain
476,Odesskoye,RU,54.2111,72.9651,45.09,81,100,7.74,2022-04-20 17:46:49,light rain
477,Lima,PE,-12.0432,-77.0282,70.05,68,0,10.36,2022-04-20 17:43:41,clear sky
478,Sioux Lookout,CA,50.1001,-91.917,32.07,80,100,11.5,2022-04-20 17:45:07,overcast clouds
479,Gladstone,AU,-23.85,151.25,70.79,88,9,5.75,2022-04-20 17:46:50,clear sky
480,Mahanje,TZ,-9.9333,35.3333,63.95,96,75,1.77,2022-04-20 17:46:51,light rain
481,Banda Aceh,ID,5.5577,95.3222,79.9,81,100,5.41,2022-04-20 17:46:51,overcast clouds
482,Tando Jam,PK,25.4272,68.5362,84.97,52,6,14.36,2022-04-20 17:46:52,clear sky
483,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,31,0,18.41,2022-04-20 17:46:52,clear sky
484,Satipo,PE,-11.2522,-74.6386,89.83,45,92,1.99,2022-04-20 17:46:52,overcast clouds
485,Kirakira,SB,-10.4544,161.9205,78.87,86,97,5.99,2022-04-20 17:43:22,overcast clouds
486,Yakeshi,CN,49.2833,120.7333,34.05,39,82,2.64,2022-04-20 17:46:53,broken clouds
487,Djambala,CG,-2.5447,14.7533,70.99,83,98,7.11,2022-04-20 17:46:54,moderate rain
488,Moroni,KM,-11.7022,43.2551,84.2,70,20,3.44,2022-04-20 17:46:54,light rain
489,Mareeba,AU,-17.0,145.4333,72.45,87,99,2.35,2022-04-20 17:46:55,overcast clouds
490,West Bay,KY,19.3667,-81.4167,86.07,62,40,18.41,2022-04-20 17:46:55,scattered clouds
491,Wani,IN,20.0667,78.95,96.76,14,13,4.36,2022-04-20 17:46:56,few clouds
492,Santa Marta,CO,11.2408,-74.199,86.05,74,40,5.75,2022-04-20 17:46:56,scattered clouds
493,Anadyr,RU,64.75,177.4833,30.7,86,75,4.47,2022-04-20 17:46:57,light snow
494,Sawakin,SD,19.1059,37.3321,80.51,75,4,13.76,2022-04-20 17:46:57,clear sky
495,Baijiantan,CN,45.6333,85.1833,60.69,21,79,16.58,2022-04-20 17:46:58,broken clouds
496,Wilmington,US,34.2257,-77.9447,66.85,42,0,9.22,2022-04-20 17:43:16,clear sky
497,Pavlovsk,RU,50.4578,40.1081,47.57,88,94,8.52,2022-04-20 17:46:59,overcast clouds
498,Virtsu,EE,58.5716,23.5115,53.98,44,100,12.8,2022-04-20 17:46:59,overcast clouds
499,Bayji,IQ,34.9311,43.487,75.33,16,18,14.45,2022-04-20 17:47:00,few clouds
500,Chlorakas,CY,34.8042,32.4083,59.88,63,20,12.66,2022-04-20 17:47:00,few clouds
501,Sassandra,CI,4.95,-6.0833,79.79,88,100,8.16,2022-04-20 17:47:01,overcast clouds
502,Luderitz,NA,-26.6481,15.1594,71.71,41,29,4.32,2022-04-20 17:46:08,scattered clouds
503,Maria Aurora,PH,15.7967,121.4737,73.06,96,47,1.63,2022-04-20 17:48:02,scattered clouds
504,Tangi,PK,34.3006,71.6536,80.6,45,81,6.24,2022-04-20 17:48:03,broken clouds
505,Petrokamenskoye,RU,57.716,60.6484,37.31,89,98,8.28,2022-04-20 17:48:04,overcast clouds
506,Komsomolskiy,UZ,40.4272,71.7189,63.32,67,100,4.61,2022-04-20 17:48:04,overcast clouds
507,Bud,US,39.447,-86.1758,61.68,50,97,13.94,2022-04-20 17:48:05,overcast clouds
508,Usinsk,RU,65.9939,57.5281,18.25,87,77,14.0,2022-04-20 17:48:06,broken clouds
509,Aasiaat,GL,68.7098,-52.8699,4.91,73,11,11.3,2022-04-20 17:48:06,few clouds
510,Praia,CV,14.9215,-23.5087,79.34,57,0,18.41,2022-04-20 17:48:07,clear sky
511,Ibiruba,BR,-28.6275,-53.0897,77.47,40,1,3.47,2022-04-20 17:48:08,clear sky
512,Saint-Augustin,CA,51.226,-58.6502,35.67,100,100,13.35,2022-04-20 17:48:08,overcast clouds
513,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,100,13.8,2022-04-20 17:48:09,drizzle
514,Sangar,RU,63.9242,127.4739,14.83,98,100,1.07,2022-04-20 17:48:10,overcast clouds
515,Leningradskiy,RU,69.3833,178.4167,11.23,93,94,3.51,2022-04-20 17:48:11,overcast clouds
516,Konstantinovskoye,RU,45.2992,42.6367,43.38,72,96,8.77,2022-04-20 17:48:12,overcast clouds
517,Mozarlandia,BR,-14.7447,-50.5706,90.79,39,9,5.5,2022-04-20 17:48:12,clear sky
518,Port-Cartier,CA,50.0334,-66.8654,39.74,98,100,8.61,2022-04-20 17:48:13,overcast clouds
519,Kununurra,AU,-15.7667,128.7333,75.18,78,100,0.0,2022-04-20 17:48:13,overcast clouds
520,Maniitsoq,GL,65.4167,-52.9,20.19,53,27,5.48,2022-04-20 17:48:14,scattered clouds
521,Taraz,KZ,42.9,71.3667,55.81,88,100,2.24,2022-04-20 17:48:15,mist
522,Obo,CF,5.3998,26.4869,72.27,88,100,4.52,2022-04-20 17:48:16,light rain
523,Banyo,CM,6.75,11.8167,77.09,54,99,4.07,2022-04-20 17:48:16,overcast clouds
524,Chichimila,MX,20.6167,-88.2167,95.85,25,1,5.97,2022-04-20 17:48:18,clear sky
